pick_date,pick_time,generated_at,score,conclusion,candidate_tier,short_ready,short_reason,short_blockers,code,name,stock_url,board,industry,pct,price,volume_ratio,turnover,amount,float_mv,sector_rank,sector_avg_pct,sector_lifecycle,relative_strength,market_score,market_light_score,market_light_status,market_light_label,limit_up_count,limit_down_count,limit_spread,sector_score,trend_score,quant_score,intraday_score,risk_score,strategy_score,strategy_penalty,strategy_tags,tail_heat_limit,tail_heat_level,avg_range5,bias_ma5_range_ratio,bias_ma5_percentile60,return_3d,return_5d,ma20_slope,vwap_support_ratio,late_vwap_support_ratio,vwap_deviation,late_amount_ratio,late_up_amount_ratio,max_tail_5m_return,tail_slope,ma5,ma10,ma20,bias_ma5,bias_ma10,bias_ma20,last_time,late_return,last5_return,day_range_pos,intraday_range_pos,flags,adaptive_hits
2026-08-10,16:18:35,2026-08-10 16:18:35,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块1.66%；MA5乖离2.02%；动态乖离0.81倍；14:30后0.37%；尾盘可接受；VWAP偏离1.03%；分时位置92%；日内位置89%；MA20斜率向上；尾盘可接受走强,,000422,湖北宜化,https://quote.eastmoney.com/sz000422.html,深主板,深主板,3.48,13.66,1.95,4.15,599250000.0,14856000000.0,1,1.8197671136203222,启动,1.6602328863796778,15,76,green,绿灯,99,7,92,17,15,15,20,10,13,0,MA20斜率向上；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.5,可接受,2.4784035415211436,0.8136004238165248,0.55,2.6296018031555235,2.6296018031555235,0.5572850609169899,0.7378277153558053,1.0,1.026296366837398,0.14697682801400372,0.9117657315967672,0.4411764705882337,0.006122948812147995,13.39,13.237,13.081999999999999,2.0164301717699784,3.195588124197335,4.4182846659532204,15:30,0.3673769287288797,0.0,0.8888888888888882,0.9200000000000017,无明显扣分项,
2026-08-10,16:18:35,2026-08-10 16:18:35,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块0.95%；MA5乖离1.63%；动态乖离0.45倍；14:30后0.54%；尾盘可接受；VWAP偏离0.73%；分时位置74%；日内位置73%；动态乖离健康；MA20斜率向上,,002246,北化股份,https://quote.eastmoney.com/sz002246.html,深主板,深主板,2.77,20.43,1.84,4.49,500080000.0,11217000000.0,1,1.8197671136203222,启动,0.9502328863796778,15,76,green,绿灯,99,7,92,17,15,15,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.81,可接受,3.5898799765401845,0.454521725132661,0.45,2.4573721163490436,2.1500000000000075,3.0287598166662377,0.8202247191011236,1.0,0.7259653447300174,0.11143629592409868,0.6542616915161737,0.49140049140048436,0.009022309711285889,20.101999999999997,20.019,19.219500000000004,1.6316784399562412,2.053049602877266,6.298290798407846,15:30,0.5413385826771533,0.0,0.7348484848484839,0.7380952380952369,无明显扣分项,
2026-08-10,16:18:36,2026-08-10 16:18:36,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块2.57%；MA5乖离3.26%；动态乖离0.72倍；14:30后0.12%；尾盘温和；VWAP偏离0.95%；分时位置83%；日内位置84%；动态乖离健康；MA20斜率向上,,600916,中国黄金,https://quote.eastmoney.com/sh600916.html,沪主板,沪主板,4.25,8.1,1.42,4.09,550860000.0,13608000000.000002,2,1.6761216963736942,启动,2.573878303626306,15,76,green,绿灯,99,7,92,17,15,15,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘温和走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.5,温和,4.556486248484433,0.7162626685366609,0.9166666666666666,4.786545924967656,5.33159947984394,2.8226911482597705,0.8426966292134831,1.0,0.9468623002517385,0.10094653559153265,0.8098708188016233,0.24721878862792313,0.0020601565718995443,7.843999999999999,7.749999999999998,7.503999999999998,3.2636409994900584,4.516129032258087,7.94243070362477,15:30,0.12360939431397266,0.0,0.8437499999999979,0.8333333333333314,无明显扣分项,
2026-08-10,16:18:36,2026-08-10 16:18:36,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块3.47%；MA5乖离3.78%；动态乖离1.09倍；14:30后0.14%；尾盘温和；VWAP偏离1.45%；分时位置95%；日内位置77%；MA20斜率向上；尾盘温和走强,,002165,红 宝 丽,https://quote.eastmoney.com/sz002165.html,深主板,深主板,5.29,6.97,1.69,10.47,523250000.0,5125000000.0,1,1.8197671136203222,启动,3.470232886379678,15,76,green,绿灯,99,7,92,17,13,14,20,10,14,0,MA20斜率向上；尾盘温和走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.87,温和,3.4732888994598894,1.0888852648064085,0.6,4.029850746268648,5.606060606060614,4.342050643420525,0.951310861423221,1.0,1.4537703759883724,0.16417322187015995,0.8648258516597733,0.4322766570605152,0.0023946360153255983,6.715999999999999,6.5920000000000005,6.284,3.7820131030375403,5.734223300970864,10.916613621896886,15:30,0.1436781609195359,0.0,0.7708333333333329,0.9459459459459447,无明显扣分项,
2026-08-10,16:18:37,2026-08-10 16:18:37,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块3.07%；MA5乖离3.60%；动态乖离0.81倍；14:30后0.77%；尾盘偏热；VWAP偏离1.41%；分时位置98%；日内位置98%；MA20斜率向上；VWAP全天承接,,003010,若羽臣,https://quote.eastmoney.com/sz003010.html,深主板,深主板,4.89,27.65,1.68,7.26,447670000.0,8601000000.0,1,1.8197671136203222,启动,3.0702328863796775,15,76,green,绿灯,99,7,92,17,15,14,20,9,13,2,MA20斜率向上；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.59,偏热,4.44479744724406,0.8109742569235477,0.6,3.1331592689294974,5.898123324396787,3.853697001556866,0.6741573033707865,1.0,1.4100346639403183,0.19825977015514562,0.5609945190462161,0.3631082062454771,0.012755102040816016,26.688,26.407999999999998,25.682499999999997,3.6046163069544335,4.703120266585881,7.66085856127714,15:30,0.765306122448961,0.0,0.9767441860465107,0.9826086956521712,尾盘涨幅偏热,
2026-08-10,16:18:37,2026-08-10 16:18:37,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块1.46%；MA5乖离3.25%；动态乖离0.58倍；14:30后0.61%；尾盘可接受；VWAP偏离1.18%；分时位置84%；日内位置84%；动态乖离健康；MA20斜率向上,,603123,翠微股份,https://quote.eastmoney.com/sh603123.html,沪主板,沪主板,3.14,9.86,1.41,8.03,510570000.0,7876000000.000001,2,1.6761216963736942,启动,1.4638783036263059,15,76,green,绿灯,99,7,92,17,15,14,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.62,可接受,5.554038134251885,0.584452828728468,0.75,-2.0854021847070636,8.232711306256867,4.927863207267147,0.9737827715355806,1.0,1.1848903631952457,0.16158666343400468,0.7598997641578124,0.4077471967380175,0.010204081632652814,9.55,9.318999999999999,8.836500000000001,3.2460732984292973,5.805343921021566,11.582640185593828,15:30,0.6122448979591688,0.0,0.836734693877551,0.8444444444444436,无明显扣分项,
2026-08-10,16:18:37,2026-08-10 16:18:37,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块3.06%；MA5乖离2.82%；动态乖离0.79倍；14:30后0.47%；尾盘可接受；VWAP偏离1.72%；分时位置100%；日内位置100%；动态乖离健康；MA20斜率向上,,002218,拓日新能,https://quote.eastmoney.com/sz002218.html,深主板,深主板,4.88,4.3,1.51,6.95,407760000.0,6056000000.0,1,1.8197671136203222,启动,3.0602328863796777,15,76,green,绿灯,99,7,92,17,15,13,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.74,可接受,3.5927977289628954,0.7853535501630128,0.6166666666666667,3.864734299516903,2.8708133971291794,3.8610554442217504,0.9662921348314607,1.0,1.722730259799321,0.26777770930819433,0.7201460278470114,0.4683840749414525,0.007788161993769194,4.182,4.101999999999999,3.8869999999999996,2.8216164514586195,4.826913700633839,10.625160792384891,15:30,0.4672897196261516,0.0,1.0,1.0,无明显扣分项,
2026-08-10,16:18:37,2026-08-10 16:18:37,100,核心候选,核心候选,是,核心候选；板块第1；板块启动；跑赢板块1.43%；MA5乖离2.80%；动态乖离0.74倍；14:30后0.18%；尾盘温和；VWAP偏离1.87%；分时位置97%；日内位置97%；动态乖离健康；MA20斜率向上,,002519,银河电子,https://quote.eastmoney.com/sz002519.html,深主板,深主板,3.25,5.72,1.72,5.11,322640000.0,6443000000.000001,1,1.8197671136203222,启动,1.4302328863796778,15,76,green,绿灯,99,7,92,17,15,13,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘温和走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.8,温和,3.7819430335901187,0.7413486382145394,0.6,3.435804701627476,4.18943533697631,0.20301624129932527,0.9438202247191011,1.0,1.8703034965632748,0.19037690599004137,0.8535780735608258,0.3502626970227851,0.002918855808522839,5.564,5.384,5.182500000000001,2.8037383177569986,6.240713224368477,10.371442354076187,15:30,0.17513134851137035,0.0,0.9722222222222203,0.9714285714285695,无明显扣分项,
2026-08-10,16:18:39,2026-08-10 16:18:39,100,核心候选,核心候选,是,核心候选；板块第3；板块启动；跑赢板块5.32%；MA5乖离3.49%；动态乖离0.67倍；14:30后0.68%；尾盘可接受；VWAP偏离1.18%；分时位置68%；日内位置67%；动态乖离健康；MA20斜率向上,,301551,无线传媒,https://quote.eastmoney.com/sz301551.html,创业板,创业板,6.58,22.18,2.9,12.15,411770000.0,8872000000.0,3,1.255440528634362,启动,5.324559471365638,15,76,green,绿灯,99,7,92,16,15,14,20,10,14,0,动态乖离健康；MA20斜率向上；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,1.0,可接受,5.20962803921921,0.6699342492539729,0.8333333333333334,5.4683785068949,2.4007386888273308,1.9937353950181702,0.951310861423221,1.0,1.1793068785209249,0.11930812315609524,0.724510036994546,0.3180372557928024,0.011348161597820964,21.432,21.142000000000003,20.514000000000003,3.4901082493467683,4.90965849966889,8.121283026225967,15:30,0.6808896958692578,0.0,0.6694214876033058,0.6764705882352942,无明显扣分项,
2026-08-10,16:18:39,2026-08-10 16:18:39,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块1.81%；MA5乖离2.71%；动态乖离0.76倍；14:30后0.62%；尾盘偏热；VWAP偏离2.03%；分时位置100%；日内位置87%；动态乖离健康；MA20斜率向上,,600108,亚盛集团,https://quote.eastmoney.com/sh600108.html,沪主板,沪主板,3.49,3.26,1.29,4.95,307670000.0,6347000000.0,2,1.6761216963736942,启动,1.813878303626306,15,76,green,绿灯,99,7,92,17,15,13,20,9,14,2,动态乖离健康；MA20斜率向上；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.58,偏热,3.5495960045068564,0.7633304760241032,0.6333333333333333,2.1943573667711602,4.153354632587858,2.5675583458441453,0.9438202247191011,1.0,2.032817667969855,0.1351629650868579,0.9064071028480457,0.6191950464396356,0.010288065843621075,3.174,3.101,3.0060500000000006,2.7095148078134734,5.127378265075766,8.447963274063941,15:30,0.6172839506172645,0.0,0.8666666666666665,1.0,尾盘涨幅偏热,
