pick_date,pick_time,generated_at,score,conclusion,candidate_tier,short_ready,short_reason,short_blockers,code,name,stock_url,board,industry,pct,price,volume_ratio,turnover,amount,float_mv,sector_rank,sector_avg_pct,sector_lifecycle,relative_strength,market_score,market_light_score,market_light_status,market_light_label,limit_up_count,limit_down_count,limit_spread,sector_score,trend_score,quant_score,intraday_score,risk_score,strategy_score,strategy_penalty,strategy_tags,tail_heat_limit,tail_heat_level,avg_range5,bias_ma5_range_ratio,bias_ma5_percentile60,return_3d,return_5d,ma20_slope,vwap_support_ratio,late_vwap_support_ratio,vwap_deviation,late_amount_ratio,late_up_amount_ratio,max_tail_5m_return,tail_slope,ma5,ma10,ma20,bias_ma5,bias_ma10,bias_ma20,last_time,late_return,last5_return,day_range_pos,intraday_range_pos,flags,adaptive_hits
2026-08-07,16:02:15,2026-08-07 16:02:15,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块4.68%；MA5乖离4.12%；动态乖离1.02倍；14:30后0.31%；尾盘可接受；VWAP偏离2.09%；分时位置80%；日内位置77%；尾盘可接受走强；VWAP全天承接,,300409,道氏技术,https://quote.eastmoney.com/sz300409.html,创业板,创业板,6.05,19.27,2.19,6.79,892790000.0,15074000000.0,2,1.3747832476120498,启动,4.67521675238795,14,64,green,绿灯,76,4,72,15,13,15,20,9,14,0,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,1.0,可接受,4.0368587445220605,1.0198866978624332,0.7666666666666667,3.5464803868887618,5.937328202308945,-0.9404654315408933,0.6404494382022472,1.0,2.0865036592256248,0.09652432489433947,0.5802320037956424,0.36420395421437046,0.005205622071837353,18.508000000000003,17.964000000000002,17.5375,4.117138534687692,7.270095747049643,9.878831076265126,15:30,0.3123373243102412,0.0,0.7670454545454543,0.801282051282052,MA20斜率不强,
2026-08-07,16:02:15,2026-08-07 16:02:15,99,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块2.52%；MA5乖离6.00%；动态乖离1.07倍；14:30后0.69%；尾盘可接受；VWAP偏离1.43%；分时位置90%；日内位置90%；尾盘可接受走强；VWAP全天承接,,300499,高澜股份,https://quote.eastmoney.com/sz300499.html,创业板,创业板,3.89,29.1,1.31,9.01,701800000.0,8883000000.0,2,1.3747832476120498,启动,2.5152167523879503,14,64,green,绿灯,76,4,72,15,13,15,20,8,14,0,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.75,可接受,5.6282013447329025,1.0666295015971277,0.7,4.301075268817223,15.476190476190489,-9.11026104771201,0.9325842696629213,1.0,1.434661259999448,0.10220528627291876,0.7581892615267444,0.3802281368821214,0.011534025374856002,27.452000000000005,26.580000000000002,28.3935,6.00320559522074,9.480812641083514,2.4882455491573863,15:30,0.6920415224913601,0.0,0.9017341040462439,0.9,MA5固定乖离偏高；MA20斜率不强,
2026-08-07,16:02:15,2026-08-07 16:02:15,98,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块3.72%；MA5乖离4.77%；动态乖离1.23倍；14:30后0.55%；尾盘可接受；VWAP偏离1.75%；分时位置87%；日内位置86%；尾盘可接受走强；VWAP全天承接,,300693,盛弘股份,https://quote.eastmoney.com/sz300693.html,创业板,创业板,5.09,38.21,1.65,6.64,670460000.0,11952000000.0,2,1.3747832476120498,启动,3.71521675238795,14,64,green,绿灯,76,4,72,15,13,15,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.73,可接受,3.8925848815921205,1.2256751848447438,0.6833333333333333,3.466016788518833,9.830411037654496,-3.384060051683835,0.9026217228464419,1.0,1.7549858832609733,0.09452096325652454,0.7176067231822038,0.42105263157894424,0.009210526315789336,36.47,35.3,35.330999999999996,4.7710446942692775,8.243626062322962,8.148651326030976,15:30,0.5526315789473601,0.0,0.8558558558558557,0.871428571428573,MA5动态乖离偏高；MA20斜率不强,
2026-08-07,16:02:15,2026-08-07 16:02:15,97,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块3.11%；MA5乖离4.76%；动态乖离1.27倍；14:30后0.31%；尾盘可接受；VWAP偏离1.66%；分时位置91%；日内位置86%；尾盘可接受走强；VWAP全天承接,,300436,广生堂,https://quote.eastmoney.com/sz300436.html,创业板,创业板,4.48,96.88,1.84,6.36,828900000.0,15430000000.000002,2,1.3747832476120498,启动,3.1052167523879506,14,64,green,绿灯,76,4,72,15,13,15,20,8,13,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；跑赢板块2%+；市场绿灯；板块启动,0.76,可接受,3.735757717474253,1.2735797733544556,0.7333333333333333,4.116066630843629,9.197475202885474,-1.7447301810137539,0.9438202247191011,1.0,1.6569550991645254,0.13144392481260825,0.5495654002917298,0.4336155275655562,0.00517705529095062,92.48,90.407,92.38550000000001,4.757785467128017,7.159843817403511,4.864940926877037,15:30,0.3106233174570372,0.0,0.8595890410958892,0.9107468123861552,MA5动态乖离偏高；MA20斜率不强,
2026-08-07,16:02:19,2026-08-07 16:02:19,94,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块1.77%；MA5乖离5.85%；动态乖离1.18倍；14:30后0.36%；尾盘可接受；VWAP偏离1.55%；分时位置84%；日内位置84%；尾盘可接受走强；VWAP全天承接,,300401,花园生物,https://quote.eastmoney.com/sz300401.html,创业板,创业板,3.14,14.12,1.21,5.89,439060000.0,7693000000.000001,2,1.3747832476120498,启动,1.7652167523879503,14,64,green,绿灯,76,4,72,15,13,13,20,8,12,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.76,可接受,4.959197564110194,1.1790368071005117,0.65,4.7477744807121525,12.509960159362542,-7.862092862092885,0.9325842696629213,1.0,1.5462718238908213,0.10683179553341261,0.6997965648190857,0.35486160397446564,0.005922767116796808,13.34,12.895,13.295499999999999,5.847076461769118,9.499806126405574,6.201346320183521,15:30,0.3553660270078085,0.0,0.8352941176470581,0.8441558441558428,MA5动态乖离偏高；MA20斜率不强,
2026-08-07,16:02:15,2026-08-07 16:02:15,98,观察候选,观察候选,是,观察候选；板块第2；板块启动；跑赢板块3.20%；MA5乖离7.71%；动态乖离1.38倍；14:30后0.70%；尾盘可接受；VWAP偏离1.95%；分时位置88%；日内位置89%；尾盘可接受走强；VWAP全天承接,,300263,隆华科技,https://quote.eastmoney.com/sz300263.html,创业板,创业板,4.57,10.06,1.26,8.57,825030000.0,10412000000.0,2,1.3747832476120498,启动,3.1952167523879504,14,64,green,绿灯,76,4,72,15,13,15,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.89,可接受,5.593551058224913,1.378154836348482,0.7833333333333333,6.907545164718387,16.435185185185187,-10.233418730429843,0.9176029962546817,1.0,1.9476762718190654,0.09416377399371806,0.7106915657580944,0.700700700700696,0.011678345011678267,9.34,8.994000000000002,9.460500000000001,7.708779443254832,11.852346008450066,6.336874372390455,15:30,0.700700700700696,0.0,0.8857142857142858,0.880597014925373,MA5动态乖离偏高；MA20斜率不强,
2026-08-07,16:02:19,2026-08-07 16:02:19,96,观察候选,观察候选,是,观察候选；板块第2；板块启动；跑赢板块4.32%；MA5乖离8.23%；动态乖离1.30倍；14:30后0.87%；尾盘可接受；VWAP偏离2.29%；分时位置89%；日内位置88%；尾盘可接受走强；VWAP全天承接,,300586,美联新材,https://quote.eastmoney.com/sz300586.html,创业板,创业板,5.69,9.28,1.35,6.27,304320000.0,6600000000.0,2,1.3747832476120498,启动,4.3152167523879505,14,64,green,绿灯,76,4,72,15,13,13,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,1.0,可接受,6.329170187021655,1.3009914671956582,0.8166666666666667,6.789413118527032,18.67007672634269,-10.949020433958312,0.9213483146067416,1.0,2.2906619534994066,0.10598463683927427,0.7109332915031207,0.5428881650379802,0.014492753623188323,8.574000000000002,8.105,8.4545,8.23419640774432,14.497223935842051,9.764030989413918,15:30,0.8695652173912993,0.0,0.8800000000000002,0.8873239436619715,MA5动态乖离偏高；MA20斜率不强,
2026-08-07,16:02:18,2026-08-07 16:02:18,94,观察候选,观察候选,是,观察候选；板块第2；板块启动；跑赢板块2.12%；MA5乖离7.49%；动态乖离1.21倍；14:30后0.55%；尾盘可接受；VWAP偏离1.10%；分时位置77%；日内位置77%；尾盘可接受走强；VWAP全天承接,,300196,长海股份,https://quote.eastmoney.com/sz300196.html,创业板,创业板,3.49,18.36,1.29,11.13,499100000.0,7506000000.0,2,1.3747832476120498,启动,2.1152167523879504,14,64,green,绿灯,76,4,72,15,11,13,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.92,可接受,6.176069857638234,1.2134165208307806,0.7333333333333333,6.127167630057806,17.919075144508657,-6.059107888376191,0.9363295880149812,1.0,1.0987748167993194,0.099564985706682,0.6718429459209059,0.3831417624521105,0.009127418765972894,17.08,16.606000000000005,17.101,7.49414519906324,10.562447308201817,7.362142564762286,15:30,0.5476451259583737,0.0,0.7669172932330813,0.7734375000000002,MA5动态乖离偏高；MA20斜率不强,
