pick_date,pick_time,generated_at,score,conclusion,candidate_tier,short_ready,short_reason,short_blockers,code,name,stock_url,board,industry,pct,price,volume_ratio,turnover,amount,float_mv,sector_rank,sector_avg_pct,sector_lifecycle,relative_strength,market_score,market_light_score,market_light_status,market_light_label,limit_up_count,limit_down_count,limit_spread,sector_score,trend_score,quant_score,intraday_score,risk_score,strategy_score,strategy_penalty,strategy_tags,tail_heat_limit,tail_heat_level,avg_range5,bias_ma5_range_ratio,bias_ma5_percentile60,return_3d,return_5d,ma20_slope,vwap_support_ratio,late_vwap_support_ratio,vwap_deviation,late_amount_ratio,late_up_amount_ratio,max_tail_5m_return,tail_slope,ma5,ma10,ma20,bias_ma5,bias_ma10,bias_ma20,last_time,late_return,last5_return,day_range_pos,intraday_range_pos,flags,adaptive_hits
2026-09-16,20:11:26,2026-09-16 20:11:26,100,主推荐,主推荐,是,主推荐；板块第2；板块启动；跑赢板块3.47%；MA5乖离4.00%；动态乖离0.71倍；14:30后0.29%；尾盘可接受；VWAP偏离0.83%；分时位置75%；日内位置76%；动态乖离健康；尾盘可接受走强,,301338,凯格精机,https://quote.eastmoney.com/sz301338.html,创业板,创业板,5.43,102.7,1.5,5.76,636260000.0,15297999999.999998,2,1.9572201901975135,启动,3.4727798098024865,17,76,green,绿灯,89,5,84,17,13,15,20,8,14,0,动态乖离健康；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；跑赢板块2%+；市场绿灯；板块启动,0.85,可接受,5.677205288036382,0.7053140807347932,0.5666666666666667,4.6784221791866365,4.338108300314936,-0.6774699740479062,0.8876404494382022,1.0,0.8330112480220864,0.12229501009081999,0.4465308623996393,0.25378233284527596,0.0048828125,98.746,98.718,98.7405,4.0042128288740875,4.0337121902793704,4.010006025896162,15:30,0.29296875,0.0,0.7579250720461105,0.7523961661341859,MA20斜率不强；尾盘上行成交质量不足,
2026-09-16,20:11:28,2026-09-16 20:11:28,100,主推荐,主推荐,是,主推荐；板块第3；板块启动；跑赢板块1.76%；MA5乖离5.05%；动态乖离0.69倍；14:30后0.47%；尾盘可接受；VWAP偏离1.07%；分时位置85%；日内位置83%；尾盘可接受走强；VWAP全天承接,,002741,光华科技,https://quote.eastmoney.com/sz002741.html,深主板,深主板,2.96,25.72,1.62,9.32,1019450000.0,12052000000.0,3,1.1953911205074002,启动,1.7646088794925998,17,76,green,绿灯,89,5,84,16,13,15,20,8,12,0,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.62,可接受,7.3641376806815995,0.6855106406639585,0.8,6.105610561056118,8.752642706131075,-1.7459397910465801,0.9700374531835206,1.0,1.0745131447097434,0.15527029594985015,0.5814760377162971,0.27290448343080254,0.007812499999999926,24.484,24.048000000000002,24.5925,5.048194739421641,6.952761144377906,4.5847311172105165,15:30,0.46874999999999556,0.0,0.8346456692913379,0.8536585365853657,MA5固定乖离偏高；MA20斜率不强,
2026-09-16,20:11:29,2026-09-16 20:11:29,100,主推荐,主推荐,是,主推荐；板块第2；板块启动；跑赢板块2.67%；MA5乖离3.40%；动态乖离0.86倍；14:30后0.28%；尾盘可接受；VWAP偏离1.15%；分时位置84%；日内位置83%；尾盘可接受走强；VWAP全天承接,,300088,长信科技,https://quote.eastmoney.com/sz300088.html,创业板,创业板,4.63,7.23,1.22,6.04,1073410000.0,18059000000.0,2,1.9572201901975135,启动,2.6727798098024866,17,76,green,绿灯,89,5,84,17,13,14,20,9,14,0,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.7,可接受,3.9795943720849136,0.855335956865316,0.6333333333333333,4.4797687861271696,3.1383737517831856,-2.0917584716218185,0.9850187265917603,1.0,1.1494620461591776,0.14036009965282326,0.7418339731851118,0.4160887656033285,0.004623208506703651,6.992,6.966000000000001,7.020999999999999,3.403890160183076,3.7898363479758723,2.9767839339125635,15:30,0.277392510402219,0.0,0.8250000000000013,0.8421052631578957,MA20斜率不强,
2026-09-16,20:11:30,2026-09-16 20:11:30,100,主推荐,主推荐,是,主推荐；板块第2；板块启动；跑赢板块1.39%；MA5乖离5.56%；动态乖离1.02倍；14:30后0.22%；尾盘可接受；VWAP偏离1.39%；分时位置85%；日内位置82%；尾盘可接受走强；VWAP全天承接,,300398,飞凯材料,https://quote.eastmoney.com/sz300398.html,创业板,创业板,3.35,36.4,1.55,7.4,1507600000.0,20749000000.0,2,1.9572201901975135,启动,1.3927798098024866,17,76,green,绿灯,89,5,84,17,13,14,20,8,12,0,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；不弱于板块；市场绿灯；板块启动,0.63,可接受,5.436133764662783,1.0232129325532149,0.7,4.929374459498415,9.30930930930931,-1.8717981466502054,0.9550561797752809,1.0,1.3903770712769603,0.11818320314026608,0.7645263811186837,0.16519823788547772,0.0036710719530101223,34.482,33.799,34.574,5.562322371092154,7.695493949525134,5.281425348527802,15:30,0.22026431718060735,0.0,0.8152173913043463,0.8520710059171596,MA5固定乖离偏高；MA20斜率不强,
2026-09-16,20:11:30,2026-09-16 20:11:30,100,主推荐,主推荐,是,主推荐；板块第2；板块启动；跑赢板块2.48%；MA5乖离5.53%；动态乖离0.76倍；14:30后0.09%；尾盘温和；VWAP偏离1.17%；分时位置81%；日内位置80%；MA20斜率向上；尾盘温和走强,,300688,创业黑马,https://quote.eastmoney.com/sz300688.html,创业板,创业板,4.44,34.83,1.32,10.21,521460000.0,5830000000.0,2,1.9572201901975135,启动,2.482779809802487,17,76,green,绿灯,89,5,84,17,15,14,20,9,14,0,MA20斜率向上；尾盘温和走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.93,温和,7.3036420223762235,0.7566455111505636,0.8166666666666667,6.840490797546006,8.504672897196253,1.1441198134053643,0.9850187265917603,1.0,1.1723901311719853,0.10939940853318535,0.5855813783419448,0.3162737205290478,0.001436781609195359,33.00599999999999,31.361,30.897000000000002,5.526267951281594,11.061509518191382,12.729391203029405,15:30,0.08620689655172153,0.0,0.8023715415019764,0.8060344827586194,MA5固定乖离偏高,
2026-09-16,20:11:30,2026-09-16 20:11:30,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块3.23%；MA5乖离6.29%；动态乖离1.17倍；14:30后0.35%；尾盘可接受；VWAP偏离1.37%；分时位置88%；日内位置88%；尾盘可接受走强；VWAP全天承接,,300706,阿石创,https://quote.eastmoney.com/sz300706.html,创业板,创业板,5.19,51.29,1.85,9.1,523850000.0,7875000000.0,2,1.9572201901975135,启动,3.232779809802487,17,76,green,绿灯,89,5,84,17,13,14,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.72,可接受,5.3968667623387745,1.1658072478166401,0.75,6.609852421533979,9.406996587030703,-3.147230845587179,0.9925093632958801,1.0,1.3691661778280517,0.12290670290681824,0.6526300266708845,0.3326159264331885,0.005869692819409078,48.254,48.03600000000001,49.7615,6.291706387035267,6.774086102090071,3.0716517789857622,15:30,0.3521815691645447,0.0,0.8809523809523804,0.8821428571428577,MA5动态乖离偏高；MA20斜率不强,
2026-09-16,20:11:31,2026-09-16 20:11:31,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块2.33%；MA5乖离3.66%；动态乖离0.56倍；14:30后1.54%；尾盘偏热；VWAP偏离4.29%；分时位置99%；日内位置96%；动态乖离健康；MA20斜率向上,,301321,翰博高新,https://quote.eastmoney.com/sz301321.html,创业板,创业板,4.29,47.45,1.2,5.15,345760000.0,8846000000.0,2,1.9572201901975135,启动,2.332779809802487,17,76,green,绿灯,89,5,84,17,15,14,20,8,14,5,动态乖离健康；MA20斜率向上；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,1.0,偏热,6.484197610311919,0.5646754507660375,0.5,2.794627383015613,3.647881170816958,4.756824369067769,0.8951310861423221,1.0,4.288996672657341,0.14951018060301827,0.7177748299705566,0.7004882190617678,0.0256794350524292,45.774,44.775999999999996,42.7125,3.661467208458946,5.971949258531373,11.091600819432257,15:30,1.540766103145752,0.0,0.9622166246851389,0.9870801033591738,VWAP偏离偏高；尾盘涨幅偏热,
2026-09-16,20:11:35,2026-09-16 20:11:35,100,核心候选,核心候选,是,核心候选；板块第2；板块启动；跑赢板块2.72%；MA5乖离6.51%；动态乖离1.13倍；14:30后0.65%；尾盘可接受；VWAP偏离1.57%；分时位置87%；日内位置86%；尾盘可接受走强；VWAP全天承接,,301349,信德新材,https://quote.eastmoney.com/sz301349.html,创业板,创业板,4.68,46.11,2.1,7.7,302840000.0,6570999999.999999,2,1.9572201901975135,启动,2.7227798098024865,17,76,green,绿灯,89,5,84,17,13,13,20,8,14,1,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.75,可接受,5.763638995185634,1.1293708342455073,0.7666666666666667,8.724357462862532,8.214034264257219,-0.99343053997758,0.8614232209737828,1.0,1.5725604969668572,0.11453696791380572,0.674115952239619,0.4572175048987548,0.010914647456887009,43.291999999999994,43.071,43.25299999999999,6.509285780282736,7.055791599916428,6.605322174184458,15:30,0.6548788474132206,0.0,0.8576642335766422,0.8661710037174722,MA5动态乖离偏高；MA20斜率不强,
2026-09-16,20:11:36,2026-09-16 20:11:36,99,核心候选,核心候选,是,核心候选；板块第4；板块分歧；跑赢板块3.45%；MA5乖离4.27%；动态乖离0.72倍；14:30后0.54%；尾盘可接受；VWAP偏离1.49%；分时位置91%；日内位置89%；动态乖离健康；尾盘可接受走强,,603738,泰晶科技,https://quote.eastmoney.com/sh603738.html,沪主板,沪主板,4.25,37.3,1.27,7.81,1108240000.0,14394000000.0,4,0.804497549019608,分歧,3.445502450980392,17,76,green,绿灯,89,5,84,12,15,15,20,8,14,2,动态乖离健康；尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯,0.72,可接受,5.912289136313222,0.7224777344178978,0.5166666666666667,5.87567414135679,5.100028176951232,-1.6055962691538972,0.9775280898876404,1.0,1.4854744950934862,0.15180296980191202,0.645294776773787,0.43115063325249725,0.008984725965857828,35.772000000000006,35.684999999999995,36.9225,4.271497260427126,4.525711083088146,1.0224118085178313,15:30,0.5390835579514697,0.0,0.8920187793427212,0.9076923076923077,MA20斜率不强；板块分歧,
2026-09-16,20:11:31,2026-09-16 20:11:31,100,观察候选,观察候选,是,观察候选；板块第2；板块启动；跑赢板块3.17%；MA5乖离7.13%；动态乖离1.01倍；14:30后0.27%；尾盘可接受；VWAP偏离2.26%；分时位置89%；日内位置87%；尾盘可接受走强；VWAP全天承接,,300726,宏达电子,https://quote.eastmoney.com/sz300726.html,创业板,创业板,5.13,58.65,1.31,8.71,1071580000.0,24154000000.0,2,1.9572201901975135,启动,3.1727798098024866,17,76,green,绿灯,89,5,84,17,13,14,20,8,14,3,尾盘可接受走强；VWAP全天承接；尾盘VWAP承接；尾盘成交占比健康；尾盘上行成交占优；跑赢板块2%+；市场绿灯；板块启动,0.91,可接受,7.0409047310174255,1.0122564167422976,0.8333333333333334,6.966988874703639,13.267670915411344,-0.1747855334265691,0.8614232209737828,1.0,2.2611789119302728,0.1121818324187466,0.6167923050164945,0.29069767441860517,0.00455918390608064,54.748000000000005,52.79600000000001,52.829499999999996,7.12720099364359,11.087961209182495,11.017518621224887,15:30,0.2735510343648384,0.0,0.873205741626794,0.8899999999999988,MA20斜率不强；MA5乖离率过高,
