pick_date,rank,code,name,board,industry,stock_url,score,conclusion,data_quality,buy_price,next_date,return_open,return_0945,return_1000,best_return_before_1000,worst_return_before_1000,net_return_1000,market_label,market_score,sector_score,trend_score,quant_score,intraday_score,risk_score,pct,volume_ratio,turnover,amount,float_mv,late_return,last5_return,day_range_pos,intraday_range_pos,short_reason,short_blockers,flags
2026-06-01,1,600163,中闽能源,沪主板,沪主板,https://quote.eastmoney.com/sh600163.html,89,短线候选,5分钟分时,7.099999904632568,2026-06-02,-1.408449379940424,-3.521126807859265,-4.647886311811611,-1.408449379940424,-5.211266063787779,-4.797886311811611,中性偏强,15,16,15,15,18,10,2.601154691222085,1.3731907667588583,4.9902006684081135,654435291.3341727,13510760052.441156,0.9957282039132043,1.5736786425789573,1.0,1.0,板块第1；14:30后1.00%；分时位置100%；日内位置100%,,无明显扣分项
2026-06-01,2,000531,穗恒运Ａ,深主板,深主板,https://quote.eastmoney.com/sz000531.html,88,短线候选,5分钟分时,8.170000076293945,2026-06-02,-3.916769563105116,-4.6511641480093235,-4.89596195388139,-2.815177685748793,-5.997554998525711,-5.04596195388139,中性偏强,15,16,15,15,17,10,4.878049759870917,2.442009922164609,10.201163415152003,838862980.8688426,8508021854.9948845,0.12255182682396892,0.4920044439111093,0.9166673289411291,0.9166673289411291,板块第2；14:30后0.12%；分时位置92%；日内位置92%,,无明显扣分项
2026-06-01,3,600850,电科数字,沪主板,沪主板,https://quote.eastmoney.com/sh600850.html,88,短线候选,5分钟分时,21.24166488647461,2026-06-02,0.5900437380744084,-1.922320246032283,-2.863860641569582,0.8238579477854779,-4.001571374054369,-3.013860641569582,中性偏强,15,16,15,15,17,10,5.459561545400704,1.2049218516566873,5.079378686757842,868280794.63097,17338366973.84635,0.5126104776798313,0.6714048464376399,1.0,1.0,板块第1；14:30后0.51%；分时位置100%；日内位置100%,,无明显扣分项
2026-06-01,4,001258,立新能源,深主板,深主板,https://quote.eastmoney.com/sz001258.html,88,短线候选,5分钟分时,10.649999618530273,2026-06-02,-0.3755832860376618,-2.2535190583535925,-3.0046920778047825,-0.46947642114044674,-3.19248085532321,-3.1546920778047824,中性偏强,15,16,15,15,17,10,2.109296438449415,1.9828865658601174,10.558547457371361,1031947731.5130234,9940499643.94368,0.47169089869045777,2.109293450790406,0.9324321537838973,0.9324321537838973,板块第2；14:30后0.47%；分时位置93%；日内位置93%,,无明显扣分项
2026-06-01,5,603637,镇海股份,沪主板,沪主板,https://quote.eastmoney.com/sh603637.html,87,短线候选,5分钟分时,21.8700008392334,2026-06-02,-1.0973974852477086,-8.824875313737913,-8.824875313737913,1.1888354437864512,-8.824875313737913,-8.974875313737913,中性偏强,15,16,15,13,18,10,5.703242335589165,1.2491128688995008,8.528420070215827,436228368.2527199,5219660227.770334,0.9695336717483016,2.005598388361607,0.9248559565521302,0.9248559565521302,板块第1；14:30后0.97%；分时位置92%；日内位置92%,,无明显扣分项
2026-06-09,1,688218,江苏北人,科创板,科创板,https://quote.eastmoney.com/sh688218.html,92,短线候选,5分钟分时,48.470001220703125,2026-06-10,-0.12379074021022785,4.930883700138211,1.4441859513368405,4.972147280208272,-0.7014651207449596,1.2941859513368406,顺风,18,18,15,13,18,10,7.11602479713398,1.4028659606621703,6.620249056145676,356333908.0827141,5645631917.517483,7.11602479713398,1.9777034831646167,0.9671057474802908,0.9671057474802908,板块第1；14:30后7.12%；分时位置97%；日内位置97%,,无明显扣分项
2026-06-09,2,300802,矩子科技,创业板,创业板,https://quote.eastmoney.com/sz300802.html,91,短线候选,5分钟分时,24.899999618530273,2026-06-10,-1.6465848386003956,1.4056240435010414,-0.5622465533865029,2.4096401231396447,-2.489955587884307,-0.7122465533865029,顺风,18,16,15,14,18,10,5.597962758822206,1.8679242790394475,11.258315165737752,775653514.5706234,7073674891.63081,5.597963100488235,-0.5988008906138154,0.8098161806435609,0.8098161806435609,板块第2；14:30后5.60%；分时位置81%；日内位置81%,,无明显扣分项
2026-06-09,3,301566,达利凯普,创业板,创业板,https://quote.eastmoney.com/sz301566.html,91,短线候选,5分钟分时,34.56999969482422,2026-06-10,-1.2438521799830848,2.1116562009852125,-1.9670243308610447,4.136535486836812,-2.3141430260999463,-2.1170243308610446,顺风,18,16,14,15,18,10,5.364217296020168,1.3604494106628686,14.11956175,1921544930.931282,13827999877.929688,5.364212885909625,1.17062202901268,0.9411766591548032,0.9411766591548032,板块第2；14:30后5.36%；分时位置94%；日内位置94%,,无明显扣分项
2026-06-09,4,301228,实朴检测,创业板,创业板,https://quote.eastmoney.com/sz301228.html,91,短线候选,5分钟分时,79.83000183105469,2026-06-10,-0.2881145255908324,0.012519737700977807,-1.5908859367793404,1.315289237479167,-1.5908859367793404,-1.7408859367793403,顺风,18,16,14,15,18,10,3.63494980014889,1.5381136179453736,6.624234465165229,610294191.3030396,9580003503.393301,3.6349514424636853,1.6166042667118408,0.9676809695999211,0.9676809695999211,板块第2；14:30后3.63%；分时位置97%；日内位置97%,,无明显扣分项
2026-06-09,5,300868,杰美特,创业板,创业板,https://quote.eastmoney.com/sz300868.html,91,短线候选,5分钟分时,123.19999694824219,2026-06-10,-1.3149326204307976,-0.8035697145231557,-4.074672700824311,0.7224021198818154,-4.204545806402871,-4.2246727008243115,顺风,18,16,14,15,18,10,6.024093759244575,1.3251007946745306,5.531372823600908,842154867.204422,15763834892.498392,6.024096543752866,0.1870340125688541,0.9074070476536961,0.9074070476536961,板块第2；14:30后6.02%；分时位置91%；日内位置91%,,无明显扣分项
